     Pays de destination,Date,Value,continent,Continent Total
III. AFRIQUE,2009-06-01,20732.5,,
     Afrique du Sud,2009-06-01,198.70000000000005,AFRIQUE,198.70000000000005
     Djibouti,2009-06-01,0.0,AFRIQUE,198.70000000000005
     Kenya,2009-06-01,3433.5,AFRIQUE,3632.2
     Ouganda,2009-06-01,8151.0999999999985,AFRIQUE,11783.3
     R.D.C.(1) ,2009-06-01,18.799999999999997,AFRIQUE,11802.099999999999
     Rwanda,2009-06-01,216.5,AFRIQUE,12018.599999999999
     Tanzanie,2009-06-01,4690.799999999999,AFRIQUE,16709.399999999998
     Zambie,2009-06-01,2840.0,AFRIQUE,19549.399999999998
     Zimbabwe,2009-06-01,0.0,AFRIQUE,19549.399999999998
     Autres pays d'Afrique,2009-06-01,1183.1000000000004,AFRIQUE,20732.5
 IV. AMERIQUE,2009-06-01,93.59999999999975,AFRIQUE,20826.1
       Etats-Unis ,2009-06-01,20.699999999999932,AFRIQUE,20846.8
       Canada,2009-06-01,63.69999999999982,AFRIQUE,20910.5
       Autres pays d'Amérique,2009-06-01,9.200000000000003,AFRIQUE,20919.7
  V. OCEANIE,2009-06-01,20.4,AFRIQUE,20940.100000000002
        Australie,2009-06-01,20.0,AFRIQUE,20960.100000000002
        Autres,2009-06-01,0.40000000000000036,AFRIQUE,20960.500000000004
 VI. PAYS NON SPECIFIES,2009-06-01,-17.8,AFRIQUE,20942.700000000004
TOTAL,2009-06-01,29637.670999999973,AFRIQUE,50580.37099999998
  I. EUROPE,2009-07-01,2918.1999999999716,AFRIQUE,53498.57099999995
   1. Union Européenne,2009-07-01,2619.499999999972,AFRIQUE,56118.07099999992
     Allemagne,2009-07-01,146.79999999999995,AFRIQUE,56264.87099999993
     Belgique - Luxembourg,2009-07-01,1206.8999999999714,AFRIQUE,57471.7709999999
     Danemark,2009-07-01,31.0,AFRIQUE,57502.7709999999
     Espagne,2009-07-01,0.09999999999999432,AFRIQUE,57502.8709999999
     France,2009-07-01,61.200000000000045,AFRIQUE,57564.070999999894
     Grèce,2009-07-01,0.0,AFRIQUE,57564.070999999894
     Irlande,2009-07-01,0.0,AFRIQUE,57564.070999999894
     Italie,2009-07-01,746.7,AFRIQUE,58310.77099999989
     Pays-Bas,2009-07-01,72.5,AFRIQUE,58383.27099999989
     Portugal,2009-07-01,0.0,AFRIQUE,58383.27099999989
     Roumanie,2009-07-01,5.0,AFRIQUE,58388.27099999989
     Autres pays de l'U.E.,2009-07-01,349.30000000000007,AFRIQUE,58737.570999999894
   2. AUTRES,2009-07-01,298.6999999999999,AFRIQUE,59036.27099999989
     Suisse,2009-07-01,236.90000000000003,AFRIQUE,59273.17099999989
     Turquie,2009-07-01,0.0,AFRIQUE,59273.17099999989
     Royaume-Uni,2009-07-01,50.69999999999982,AFRIQUE,59323.87099999989
     Russie,2009-07-01,0.0,AFRIQUE,59323.87099999989
     Autres pays d'Europe,2009-07-01,11.100000000000023,AFRIQUE,59334.97099999989
II. ASIE,2009-07-01,7187.9,,
     Arabie Saoudite,2009-07-01,2196.0,ASIE,2196.0
     Bangladesh,2009-07-01,0.0,ASIE,2196.0
     Corée du Nord,2009-07-01,0.0,ASIE,2196.0
     Corée du Sud,2009-07-01,16.0,ASIE,2212.0
     Emirats Arabes Unis,2009-07-01,0.0,ASIE,2212.0
     Hong-Kong,2009-07-01,0.10000000000000142,ASIE,2212.1
     Iran,2009-07-01,3.0,ASIE,2215.1
     Japon,2009-07-01,201.0,ASIE,2416.1
     Pakistan,2009-07-01,200.0,ASIE,2616.1
     Rép. Pop. de Chine,2009-07-01,1276.0,ASIE,3892.1
     Taiwan,2009-07-01,0.0,ASIE,3892.1
     Union Indienne,2009-07-01,438.3000000000002,ASIE,4330.4
     Autres pays d'Asie,2009-07-01,2857.5,ASIE,7187.9
III. AFRIQUE,2009-07-01,19243.2,,
     Afrique du Sud,2009-07-01,283.29999999999995,AFRIQUE,283.29999999999995
     Djibouti,2009-07-01,0.0,AFRIQUE,283.29999999999995
     Kenya,2009-07-01,2904.7999999999993,AFRIQUE,3188.0999999999995
     Ouganda,2009-07-01,5446.800000000003,AFRIQUE,8634.900000000001
     R.D.C.(1) ,2009-07-01,20.60000000000001,AFRIQUE,8655.500000000002
     Rwanda,2009-07-01,187.69999999999982,AFRIQUE,8843.2
     Tanzanie,2009-07-01,4411.5,AFRIQUE,13254.7
     Zambie,2009-07-01,2196.000000000001,AFRIQUE,15450.7
     Zimbabwe,2009-07-01,18.0,AFRIQUE,15468.7
     Autres pays d'Afrique,2009-07-01,3774.5,AFRIQUE,19243.2
 IV. AMERIQUE,2009-07-01,105.70000000000016,AFRIQUE,19348.9
       Etats-Unis ,2009-07-01,1.8000000000000682,AFRIQUE,19350.7
       Canada,2009-07-01,102.40000000000009,AFRIQUE,19453.100000000002
       Autres pays d'Amérique,2009-07-01,1.5,AFRIQUE,19454.600000000002
  V. OCEANIE,2009-07-01,0.0,AFRIQUE,19454.600000000002
        Australie,2009-07-01,0.0,AFRIQUE,19454.600000000002
        Autres,2009-07-01,0.0,AFRIQUE,19454.600000000002
 VI. PAYS NON SPECIFIES,2009-07-01,0.0,AFRIQUE,19454.600000000002
TOTAL,2009-07-01,29454.999999999975,AFRIQUE,48909.59999999998
  I. EUROPE,2009-08-01,1920.5605999999707,AFRIQUE,50830.160599999945
   1. Union Européenne,2009-08-01,1745.4605999999708,AFRIQUE,52575.621199999914
     Allemagne,2009-08-01,102.10000000000002,AFRIQUE,52677.72119999991
     Belgique - Luxembourg,2009-08-01,1144.0605999999707,AFRIQUE,53821.78179999988
     Danemark,2009-08-01,46.89999999999998,AFRIQUE,53868.68179999988
     Espagne,2009-08-01,0.29999999999998295,AFRIQUE,53868.981799999885
     France,2009-08-01,156.9000000000001,AFRIQUE,54025.88179999989
     Grèce,2009-08-01,0.09999999999999964,AFRIQUE,54025.981799999885
     Irlande,2009-08-01,0.0,AFRIQUE,54025.981799999885
     Italie,2009-08-01,58.90000000000009,AFRIQUE,54084.88179999989
     Pays-Bas,2009-08-01,207.0000000000001,AFRIQUE,54291.88179999989
     Portugal,2009-08-01,0.0,AFRIQUE,54291.88179999989
     Roumanie,2009-08-01,0.5999999999999996,AFRIQUE,54292.481799999885
     Autres pays de l'U.E.,2009-08-01,28.59999999999991,AFRIQUE,54321.08179999988
   2. AUTRES,2009-08-01,175.0999999999999,AFRIQUE,54496.18179999988
     Suisse,2009-08-01,25.899999999999977,AFRIQUE,54522.08179999988
     Turquie,2009-08-01,0.0,AFRIQUE,54522.08179999988
     Royaume-Uni,2009-08-01,148.0,AFRIQUE,54670.08179999988
     Russie,2009-08-01,0.0,AFRIQUE,54670.08179999988
     Autres pays d'Europe,2009-08-01,1.1999999999999318,AFRIQUE,54671.28179999988
II. ASIE,2009-08-01,8328.900000000001,,
     Arabie Saoudite,2009-08-01,3437.0,ASIE,3437.0
     Bangladesh,2009-08-01,0.0,ASIE,3437.0
     Corée du Nord,2009-08-01,18.1,ASIE,3455.1
     Corée du Sud,2009-08-01,6.0,ASIE,3461.1
     Emirats Arabes Unis,2009-08-01,0.0,ASIE,3461.1
     Hong-Kong,2009-08-01,0.0,ASIE,3461.1
     Iran,2009-08-01,247.0,ASIE,3708.1
     Japon,2009-08-01,177.0,ASIE,3885.1
     Pakistan,2009-08-01,154.0999999999999,ASIE,4039.2
     Rép. Pop. de Chine,2009-08-01,1052.2000000000007,ASIE,5091.400000000001
     Taiwan,2009-08-01,0.3,ASIE,5091.700000000001
     Union Indienne,2009-08-01,999.6000000000004,ASIE,6091.300000000001
     Autres pays d'Asie,2009-08-01,2237.6000000000004,ASIE,8328.900000000001
III. AFRIQUE,2009-08-01,24037.93,,
     Afrique du Sud,2009-08-01,119.69999999999982,AFRIQUE,119.69999999999982
     Djibouti,2009-08-01,0.0,AFRIQUE,119.69999999999982
     Kenya,2009-08-01,2241.5,AFRIQUE,2361.2
     Ouganda,2009-08-01,8216.699999999997,AFRIQUE,10577.899999999998
     R.D.C.(1) ,2009-08-01,41.900000000000006,AFRIQUE,10619.799999999997
     Rwanda,2009-08-01,117.60000000000036,AFRIQUE,10737.399999999998
     Tanzanie,2009-08-01,5298.700000000001,AFRIQUE,16036.099999999999
     Zambie,2009-08-01,4274.0,AFRIQUE,20310.1
     Zimbabwe,2009-08-01,18.0,AFRIQUE,20328.1
     Autres pays d'Afrique,2009-08-01,3709.83,AFRIQUE,24037.93
 IV. AMERIQUE,2009-08-01,312.99999999999966,AFRIQUE,24350.93
       Etats-Unis ,2009-08-01,92.19999999999993,AFRIQUE,24443.13
       Canada,2009-08-01,219.79999999999973,AFRIQUE,24662.93
       Autres pays d'Amérique,2009-08-01,1.0,AFRIQUE,24663.93
  V. OCEANIE,2009-08-01,0.0,AFRIQUE,24663.93
        Australie,2009-08-01,0.0,AFRIQUE,24663.93
        Autres,2009-08-01,0.0,AFRIQUE,24663.93
 VI. PAYS NON SPECIFIES,2009-08-01,0.0,AFRIQUE,24663.93
TOTAL,2009-08-01,34600.39059999997,AFRIQUE,59264.32059999997
  I. EUROPE,2009-09-01,2090.7236000000466,AFRIQUE,61355.04420000002
   1. Union Européenne,2009-09-01,1948.4236000000462,AFRIQUE,63303.467800000064
     Allemagne,2009-09-01,64.70000000000005,AFRIQUE,63368.16780000006
     Belgique - Luxembourg,2009-09-01,820.7236000000466,AFRIQUE,64188.89140000011
     Danemark,2009-09-01,500.09999999999997,AFRIQUE,64688.99140000011
     Espagne,2009-09-01,21.80000000000001,AFRIQUE,64710.79140000011
     France,2009-09-01,127.20000000000005,AFRIQUE,64837.99140000011
     Grèce,2009-09-01,37.9,AFRIQUE,64875.89140000011
     Irlande,2009-09-01,0.0,AFRIQUE,64875.89140000011
     Italie,2009-09-01,77.29999999999973,AFRIQUE,64953.19140000011
     Pays-Bas,2009-09-01,186.69999999999982,AFRIQUE,65139.89140000011
     Portugal,2009-09-01,0.0,AFRIQUE,65139.89140000011
     Roumanie,2009-09-01,0.0,AFRIQUE,65139.89140000011
     Autres pays de l'U.E.,2009-09-01,112.0,AFRIQUE,65251.89140000011
   2. AUTRES,2009-09-01,142.30000000000027,AFRIQUE,65394.19140000011
     Suisse,2009-09-01,54.5,AFRIQUE,65448.69140000011
     Turquie,2009-09-01,0.0,AFRIQUE,65448.69140000011
     Royaume-Uni,2009-09-01,80.20000000000027,AFRIQUE,65528.89140000011
     Russie,2009-09-01,0.5999999999999996,AFRIQUE,65529.49140000011
     Autres pays d'Europe,2009-09-01,7.0,AFRIQUE,65536.49140000012
II. ASIE,2009-09-01,7715.800000000003,,
     Arabie Saoudite,2009-09-01,3221.0000000000036,ASIE,3221.0000000000036
     Bangladesh,2009-09-01,0.0,ASIE,3221.0000000000036
     Corée du Nord,2009-09-01,71.6,ASIE,3292.6000000000035
     Corée du Sud,2009-09-01,21.0,ASIE,3313.6000000000035
     Emirats Arabes Unis,2009-09-01,0.0,ASIE,3313.6000000000035
     Hong-Kong,2009-09-01,0.10000000000000142,ASIE,3313.7000000000035
     Iran,2009-09-01,426.0,ASIE,3739.7000000000035
     Japon,2009-09-01,135.0,ASIE,3874.7000000000035
     Pakistan,2009-09-01,0.0,ASIE,3874.7000000000035
     Rép. Pop. de Chine,2009-09-01,578.0,ASIE,4452.7000000000035
     Taiwan,2009-09-01,-0.3,ASIE,4452.400000000003
     Union Indienne,2009-09-01,692.3999999999996,ASIE,5144.800000000003
     Autres pays d'Asie,2009-09-01,2571.0,ASIE,7715.800000000003
III. AFRIQUE,2009-09-01,19319.070000000003,,
     Afrique du Sud,2009-09-01,277.8000000000002,AFRIQUE,277.8000000000002
     Djibouti,2009-09-01,0.0,AFRIQUE,277.8000000000002
     Kenya,2009-09-01,2956.600000000002,AFRIQUE,3234.4000000000024
     Ouganda,2009-09-01,5632.300000000003,AFRIQUE,8866.700000000004
     R.D.C.(1) ,2009-09-01,29.599999999999994,AFRIQUE,8896.300000000005
     Rwanda,2009-09-01,247.19999999999982,AFRIQUE,9143.500000000004
     Tanzanie,2009-09-01,2893.4000000000015,AFRIQUE,12036.900000000005
     Zambie,2009-09-01,3868.899999999998,AFRIQUE,15905.800000000003
     Zimbabwe,2009-09-01,0.0,AFRIQUE,15905.800000000003
     Autres pays d'Afrique,2009-09-01,3413.2700000000004,AFRIQUE,19319.070000000003
 IV. AMERIQUE,2009-09-01,6266.900000000001,AFRIQUE,25585.970000000005
       Etats-Unis ,2009-09-01,3592.8,AFRIQUE,29178.770000000004
       Canada,2009-09-01,2672.1000000000004,AFRIQUE,31850.870000000003
       Autres pays d'Amérique,2009-09-01,2.0,AFRIQUE,31852.870000000003
  V. OCEANIE,2009-09-01,-37.0,AFRIQUE,31815.870000000003
        Australie,2009-09-01,-37.0,AFRIQUE,31778.870000000003
        Autres,2009-09-01,0.0,AFRIQUE,31778.870000000003
 VI. PAYS NON SPECIFIES,2009-09-01,0.0,AFRIQUE,31778.870000000003
TOTAL,2009-09-01,35355.49360000005,AFRIQUE,67134.36360000006
  I. EUROPE,2009-10-01,1487.236000000008,AFRIQUE,68621.59960000006
   1. Union Européenne,2009-10-01,1422.936000000008,AFRIQUE,70044.53560000006
     Allemagne,2009-10-01,74.19999999999993,AFRIQUE,70118.73560000006
     Belgique - Luxembourg,2009-10-01,1029.736000000008,AFRIQUE,71148.47160000006
     Danemark,2009-10-01,41.0,AFRIQUE,71189.47160000006
     Espagne,2009-10-01,0.5,AFRIQUE,71189.97160000006
     France,2009-10-01,59.59999999999991,AFRIQUE,71249.57160000007
     Grèce,2009-10-01,0.10000000000000142,AFRIQUE,71249.67160000007
     Irlande,2009-10-01,0.0,AFRIQUE,71249.67160000007
     Italie,2009-10-01,92.70000000000027,AFRIQUE,71342.37160000007
     Pays-Bas,2009-10-01,56.0,AFRIQUE,71398.37160000007
     Portugal,2009-10-01,0.0,AFRIQUE,71398.37160000007
     Roumanie,2009-10-01,4.0,AFRIQUE,71402.37160000007
     Autres pays de l'U.E.,2009-10-01,65.10000000000014,AFRIQUE,71467.47160000008
   2. AUTRES,2009-10-01,64.29999999999991,AFRIQUE,71531.77160000008
     Suisse,2009-10-01,12.0,AFRIQUE,71543.77160000008
     Turquie,2009-10-01,0.0,AFRIQUE,71543.77160000008
     Royaume-Uni,2009-10-01,52.09999999999991,AFRIQUE,71595.87160000009
     Russie,2009-10-01,0.20000000000000018,AFRIQUE,71596.07160000008
     Autres pays d'Europe,2009-10-01,0.0,AFRIQUE,71596.07160000008
II. ASIE,2009-10-01,6740.399999999995,,
     Arabie Saoudite,2009-10-01,4240.299999999996,ASIE,4240.299999999996
     Bangladesh,2009-10-01,0.0,ASIE,4240.299999999996
     Corée du Nord,2009-10-01,0.0,ASIE,4240.299999999996
     Corée du Sud,2009-10-01,106.0,ASIE,4346.299999999996
     Emirats Arabes Unis,2009-10-01,0.0,ASIE,4346.299999999996
     Hong-Kong,2009-10-01,0.20000000000000284,ASIE,4346.499999999995
     Iran,2009-10-01,0.0,ASIE,4346.499999999995
     Japon,2009-10-01,179.0,ASIE,4525.499999999995
     Pakistan,2009-10-01,240.0,ASIE,4765.499999999995
     Rép. Pop. de Chine,2009-10-01,1133.0,ASIE,5898.499999999995
     Taiwan,2009-10-01,13.1,ASIE,5911.599999999996
     Union Indienne,2009-10-01,556.5,ASIE,6468.099999999996
     Autres pays d'Asie,2009-10-01,272.2999999999993,ASIE,6740.399999999995
III. AFRIQUE,2009-10-01,16576.499999999993,,
     Afrique du Sud,2009-10-01,85.80000000000018,AFRIQUE,85.80000000000018
     Djibouti,2009-10-01,0.0,AFRIQUE,85.80000000000018
     Kenya,2009-10-01,2265.0,AFRIQUE,2350.8
     Ouganda,2009-10-01,6655.499999999993,AFRIQUE,9006.299999999992
     R.D.C.(1) ,2009-10-01,53.0,AFRIQUE,9059.299999999992
     Rwanda,2009-10-01,99.69999999999982,AFRIQUE,9158.999999999993
     Tanzanie,2009-10-01,2753.0,AFRIQUE,11911.999999999993
     Zambie,2009-10-01,3691.0,AFRIQUE,15602.999999999993
     Zimbabwe,2009-10-01,0.0,AFRIQUE,15602.999999999993
     Autres pays d'Afrique,2009-10-01,973.5,AFRIQUE,16576.499999999993
 IV. AMERIQUE,2009-10-01,662.4,AFRIQUE,17238.899999999994
       Etats-Unis ,2009-10-01,650.0,AFRIQUE,17888.899999999994
       Canada,2009-10-01,12.0,AFRIQUE,17900.899999999994
       Autres pays d'Amérique,2009-10-01,0.3999999999999915,AFRIQUE,17901.299999999996
  V. OCEANIE,2009-10-01,0.0,AFRIQUE,17901.299999999996
        Australie,2009-10-01,0.0,AFRIQUE,17901.299999999996
        Autres,2009-10-01,0.0,AFRIQUE,17901.299999999996
 VI. PAYS NON SPECIFIES,2009-10-01,0.0,AFRIQUE,17901.299999999996
TOTAL,2009-10-01,25466.535999999996,AFRIQUE,43367.835999999996
  I. EUROPE,2009-11-01,2475.0530000000444,AFRIQUE,45842.88900000004
   1. Union Européenne,2009-11-01,2225.0530000000444,AFRIQUE,48067.94200000008
     Allemagne,2009-11-01,34.0,AFRIQUE,48101.94200000008
     Belgique - Luxembourg,2009-11-01,1697.7530000000443,AFRIQUE,49799.69500000012
     Danemark,2009-11-01,123.0,AFRIQUE,49922.69500000012
     Espagne,2009-11-01,12.0,AFRIQUE,49934.69500000012
     France,2009-11-01,223.0,AFRIQUE,50157.69500000012
     Grèce,2009-11-01,0.29999999999999716,AFRIQUE,50157.995000000126
     Irlande,2009-11-01,0.0,AFRIQUE,50157.995000000126
     Italie,2009-11-01,80.0,AFRIQUE,50237.995000000126
     Pays-Bas,2009-11-01,53.0,AFRIQUE,50290.995000000126
     Portugal,2009-11-01,0.0,AFRIQUE,50290.995000000126
     Roumanie,2009-11-01,2.0,AFRIQUE,50292.995000000126
     Autres pays de l'U.E.,2009-11-01,0.0,AFRIQUE,50292.995000000126
   2. AUTRES,2009-11-01,250.0,AFRIQUE,50542.995000000126
     Suisse,2009-11-01,42.0,AFRIQUE,50584.995000000126
     Turquie,2009-11-01,0.0,AFRIQUE,50584.995000000126
     Royaume-Uni,2009-11-01,18.0,AFRIQUE,50602.995000000126
     Russie,2009-11-01,190.0,AFRIQUE,50792.995000000126
     Autres pays d'Europe,2009-11-01,0.0,AFRIQUE,50792.995000000126
II. ASIE,2009-11-01,8411.500000000004,,
     Arabie Saoudite,2009-11-01,4474.700000000004,ASIE,4474.700000000004
     Bangladesh,2009-11-01,0.0,ASIE,4474.700000000004
     Corée du Nord,2009-11-01,4.0,ASIE,4478.700000000004
     Corée du Sud,2009-11-01,8.0,ASIE,4486.700000000004
     Emirats Arabes Unis,2009-11-01,0.0,ASIE,4486.700000000004
     Hong-Kong,2009-11-01,2.0,ASIE,4488.700000000004
     Iran,2009-11-01,20.0,ASIE,4508.700000000004
     Japon,2009-11-01,224.0,ASIE,4732.700000000004
     Pakistan,2009-11-01,0.0,ASIE,4732.700000000004
     Rép. Pop. de Chine,2009-11-01,1626.0,ASIE,6358.700000000004
     Taiwan,2009-11-01,0.0,ASIE,6358.700000000004
     Union Indienne,2009-11-01,532.0,ASIE,6890.700000000004
     Autres pays d'Asie,2009-11-01,1520.7999999999993,ASIE,8411.500000000004
III. AFRIQUE,2009-11-01,15568.2,,
     Afrique du Sud,2009-11-01,379.0,AFRIQUE,379.0
     Djibouti,2009-11-01,0.0,AFRIQUE,379.0
     Kenya,2009-11-01,1625.0,AFRIQUE,2004.0
     Ouganda,2009-11-01,6970.0,AFRIQUE,8974.0
     R.D.C.(1) ,2009-11-01,13.0,AFRIQUE,8987.0
     Rwanda,2009-11-01,129.0,AFRIQUE,9116.0
     Tanzanie,2009-11-01,2101.0,AFRIQUE,11217.0
     Zambie,2009-11-01,3914.0,AFRIQUE,15131.0
     Zimbabwe,2009-11-01,0.0,AFRIQUE,15131.0
     Autres pays d'Afrique,2009-11-01,437.2000000000007,AFRIQUE,15568.2
 IV. AMERIQUE,2009-11-01,32.0,AFRIQUE,15600.2
       Etats-Unis ,2009-11-01,10.0,AFRIQUE,15610.2
       Canada,2009-11-01,22.0,AFRIQUE,15632.2
       Autres pays d'Amérique,2009-11-01,0.0,AFRIQUE,15632.2
  V. OCEANIE,2009-11-01,25.200000000000003,AFRIQUE,15657.400000000001
        Australie,2009-11-01,5.0,AFRIQUE,15662.400000000001
        Autres,2009-11-01,20.200000000000003,AFRIQUE,15682.600000000002
 VI. PAYS NON SPECIFIES,2009-11-01,0.0,AFRIQUE,15682.600000000002
TOTAL,2009-11-01,26511.95300000005,AFRIQUE,42194.55300000005
  I. EUROPE,2009-12-01,2909.368999999999,AFRIQUE,45103.92200000005
   1. Union Européenne,2009-12-01,2295.368999999999,AFRIQUE,47399.29100000005
     Allemagne,2009-12-01,45.0,AFRIQUE,47444.29100000005
     Belgique - Luxembourg,2009-12-01,174.36899999999878,AFRIQUE,47618.66000000005
     Danemark,2009-12-01,0.0,AFRIQUE,47618.66000000005
     Espagne,2009-12-01,23.0,AFRIQUE,47641.66000000005
     France,2009-12-01,343.0,AFRIQUE,47984.66000000005
     Grèce,2009-12-01,9.0,AFRIQUE,47993.66000000005
     Irlande,2009-12-01,0.0,AFRIQUE,47993.66000000005
     Italie,2009-12-01,75.0,AFRIQUE,48068.66000000005
     Pays-Bas,2009-12-01,0.0,AFRIQUE,48068.66000000005
     Portugal,2009-12-01,0.0,AFRIQUE,48068.66000000005
     Autres pays de l'U.E.,2009-12-01,1626.0,AFRIQUE,49694.66000000005
   2. AUTRES,2009-12-01,614.0,AFRIQUE,50308.66000000005
     Suisse,2009-12-01,30.0,AFRIQUE,50338.66000000005
     Turquie,2009-12-01,0.0,AFRIQUE,50338.66000000005
     Royaume-Uni,2009-12-01,43.0,AFRIQUE,50381.66000000005
     Russie,2009-12-01,540.0,AFRIQUE,50921.66000000005
     Autres pays d'Europe,2009-12-01,1.0,AFRIQUE,50922.66000000005
II. ASIE,2009-12-01,5286.0,,
     Arabie Saoudite,2009-12-01,2713.0,ASIE,2713.0
     Bangladesh,2009-12-01,0.0,ASIE,2713.0
     Corée du Nord,2009-12-01,0.0,ASIE,2713.0
     Corée du Sud,2009-12-01,23.0,ASIE,2736.0
     Emirats Arabes Unis,2009-12-01,0.0,ASIE,2736.0
     Hong-Kong,2009-12-01,0.0,ASIE,2736.0
     Iran,2009-12-01,156.0,ASIE,2892.0
     Japon,2009-12-01,256.0,ASIE,3148.0
     Pakistan,2009-12-01,0.0,ASIE,3148.0
     Rép. Pop. de Chine,2009-12-01,1283.0,ASIE,4431.0
     Taiwan,2009-12-01,0.0,ASIE,4431.0
     Union Indienne,2009-12-01,665.0,ASIE,5096.0
     Autres pays d'Asie,2009-12-01,190.0,ASIE,5286.0
III. AFRIQUE,2009-12-01,19760.0,,
     Afrique du Sud,2009-12-01,318.0,AFRIQUE,318.0
     Djibouti,2009-12-01,0.0,AFRIQUE,318.0
     Kenya,2009-12-01,1539.0,AFRIQUE,1857.0
     Ouganda,2009-12-01,7576.0,AFRIQUE,9433.0
     Rwanda,2009-12-01,540.0,AFRIQUE,9973.0
     Tanzanie,2009-12-01,2913.0,AFRIQUE,12886.0
     Zambie,2009-12-01,5598.0,AFRIQUE,18484.0
     Zimbabwe,2009-12-01,0.0,AFRIQUE,18484.0
     Autres pays d'Afrique,2009-12-01,1276.0,AFRIQUE,19760.0
 IV. AMERIQUE,2009-12-01,64.0,AFRIQUE,19824.0
       Etats-Unis ,2009-12-01,62.0,AFRIQUE,19886.0
       Canada,2009-12-01,0.0,AFRIQUE,19886.0
       Autres pays d'Amérique,2009-12-01,2.0,AFRIQUE,19888.0
  V. OCEANIE,2009-12-01,63.0,AFRIQUE,19951.0
        Australie,2009-12-01,5.0,AFRIQUE,19956.0
        Autres,2009-12-01,58.0,AFRIQUE,20014.0
 VI. PAYS NON SPECIFIES,2009-12-01,0.0,AFRIQUE,20014.0
TOTAL,2009-12-01,28082.369,AFRIQUE,48096.369
  I. EUROPE,2010-01-01,1922.0,AFRIQUE,50018.369
   1. Union Européenne,2010-01-01,1495.0,AFRIQUE,51513.369
     Allemagne,2010-01-01,18.0,AFRIQUE,51531.369
     Belgique - Luxembourg,2010-01-01,876.0,AFRIQUE,52407.369
     Danemark,2010-01-01,0.0,AFRIQUE,52407.369
     Espagne,2010-01-01,1.0,AFRIQUE,52408.369
     France,2010-01-01,165.0,AFRIQUE,52573.369
     Grèce,2010-01-01,0.0,AFRIQUE,52573.369
     Irlande,2010-01-01,0.0,AFRIQUE,52573.369
     Italie,2010-01-01,136.0,AFRIQUE,52709.369
     Pays-Bas,2010-01-01,102.0,AFRIQUE,52811.369
     Portugal,2010-01-01,0.0,AFRIQUE,52811.369
     Roumanie,2010-01-01,15.0,AFRIQUE,52826.369
     Autres pays de l'U.E.,2010-01-01,182.0,AFRIQUE,53008.369
   2. AUTRES,2010-01-01,427.0,AFRIQUE,53435.369
     Suisse,2010-01-01,25.0,AFRIQUE,53460.369
     Turquie,2010-01-01,0.0,AFRIQUE,53460.369
     Royaume-Uni,2010-01-01,126.0,AFRIQUE,53586.369
     Russie,2010-01-01,155.0,AFRIQUE,53741.369
     Autres pays d'Europe,2010-01-01,121.0,AFRIQUE,53862.369
II. ASIE,2010-01-01,13217.042000000003,,
     Arabie Saoudite,2010-01-01,8522.0,ASIE,8522.0
     Bangladesh,2010-01-01,19.0,ASIE,8541.0
     Corée du Nord,2010-01-01,3.0,ASIE,8544.0
     Corée du Sud,2010-01-01,27.0,ASIE,8571.0
     Emirats Arabes Unis,2010-01-01,0.0,ASIE,8571.0
     Hong-Kong,2010-01-01,0.0,ASIE,8571.0
     Iran,2010-01-01,0.0,ASIE,8571.0
     Japon,2010-01-01,502.0,ASIE,9073.0
     Pakistan,2010-01-01,105.0,ASIE,9178.0
     Rép. Pop. de Chine,2010-01-01,2529.0,ASIE,11707.0
     Taiwan,2010-01-01,0.0,ASIE,11707.0
     Union Indienne,2010-01-01,314.0,ASIE,12021.0
     Autres pays d'Asie,2010-01-01,1196.0420000000026,ASIE,13217.042000000003
III. AFRIQUE,2010-01-01,22776.0,,
     Afrique du Sud,2010-01-01,1112.0,AFRIQUE,1112.0
     Djibouti,2010-01-01,0.0,AFRIQUE,1112.0
     Kenya,2010-01-01,1541.0,AFRIQUE,2653.0
     Ouganda,2010-01-01,4434.0,AFRIQUE,7087.0
     R.D.C.(1) ,2010-01-01,1.0,AFRIQUE,7088.0
     Rwanda,2010-01-01,213.0,AFRIQUE,7301.0
     Tanzanie,2010-01-01,4905.0,AFRIQUE,12206.0
     Zambie,2010-01-01,9033.0,AFRIQUE,21239.0
     Zimbabwe,2010-01-01,0.0,AFRIQUE,21239.0
     Autres pays d'Afrique,2010-01-01,1537.0,AFRIQUE,22776.0
 IV. AMERIQUE,2010-01-01,2661.0,AFRIQUE,25437.0
       Etats-Unis ,2010-01-01,2528.0,AFRIQUE,27965.0
       Canada,2010-01-01,89.0,AFRIQUE,28054.0
       Autres pays d'Amérique,2010-01-01,44.0,AFRIQUE,28098.0
  V. OCEANIE,2010-01-01,32.4,AFRIQUE,28130.4
        Australie,2010-01-01,0.0,AFRIQUE,28130.4
        Autres,2010-01-01,32.4,AFRIQUE,28162.800000000003
 VI. PAYS NON SPECIFIES,2010-01-01,0.0,AFRIQUE,28162.800000000003
TOTAL,2010-01-01,40608.442,AFRIQUE,68771.242
